project,issue_number,issue_type,text,classification,indicator
camel,8218,description,"""I'm trying out the REST DSL in 2.14.1 and I'm not able to get it to work with restlet within a servlet container."" Here is the [mail about it.",non_debt,-
camel,8218,summary,REST DSL with RestletComponent doesn't support servelet container,non_debt,-
camel,8226,comment_1,"Well spotted, in fact the code is a bit wrong as the endpoint options should overrule the component configured, the correct code would be",non_debt,-
camel,8226,comment_2,Thanks for the PR,non_debt,-
camel,8226,description,If several sql endpoints are defined using dataSourceRef attribute the latest one will not get dataSourceRef removed in createEndpoint causing validation exception.,non_debt,-
camel,8226,summary,Deprecated feature dataSourceRef not working correctly,non_debt,-
camel,823,comment_0,Committed revision 686463. Updated the wiki documentation also.,non_debt,-
camel,823,comment_1,Closing all 1.5.0 issues,non_debt,-
camel,823,description,None,non_debt,-
camel,823,summary,add HL7 DataFormat to the Java and XML DSLs,non_debt,-
camel,8253,comment_0,"Applied the patch into camel master,camel-2.14.x and camel-2.13.x branches.",non_debt,-
camel,8253,description,"Getting an when empty HTTP request headers are passed to a camelrs web method calls (See stack trace below). The culprit appears to be related to the check on line 284 of class More specifically here: Internally the ArrayList class will perform a range check and if the index is greater than or equal to the size of the list the is thrown. So we probably want to add an additional check before this one, something like: == 0 before the check above, since we probably want to account for empty lists. Index: 0, Size: 0 at ~[na:1.7.0_25] at ~[na:1.7.0_25] ~[na:1.7.0_25]",non_debt,-
camel,8253,summary,CXFRS Throws for Empty Headers,non_debt,-
camel,8254,description,For some reason this test hangs on my laptop each time I do a full Camel test. And maven just report some generic error.,non_debt,-
camel,8254,summary,camel-elasticsearch - Test hangs,non_debt,-
camel,8277,comment_0,Here the patch that fix bugs :,non_debt,-
camel,8277,description,It can be useful to perform some scan requests based on a HBase row prefix filter. A filter could be added to the existing set of available filters.,non_debt,-
camel,8277,summary,camel-hbase - Provide a row prefix filter for the scan method,non_debt,-
camel,8312,comment_0,"One thing I overlooked: the javadoc of the method says: ... For example you can set it to InputSource to use SAX streams. By default Camel uses Document as the type. ... Using InputSource as documentType is a particularily bad idea. If the XPath implementation supports it (Saxon does, the JDK implementation doesn't), SAXSource can be a more memory efficient choice for the docuementType. We should probably also change the Javadoc here...",design_debt,non-optimal_design
camel,8312,comment_1,"There were some issues in camel-saxon tests, so I fixed the test in there, too...",non_debt,-
camel,8312,comment_2,"Hi Claus, are you sure that you want to delay this till 2.15.0? I think this issue is serious. Best regards Stephan",defect_debt,uncorrected_known_defects
camel,8312,description,If the documentType of an XPath expression is set to a class for that no type converter exists and the data to which the expression is applied is of type WrappedFile or String the XPath will seem to work anyway. However this setup will create issues by using an InputSource created from the String or Generic file.,non_debt,-
camel,8312,summary,XML External Entity (XXE) issue in XPath,non_debt,-
camel,8321,comment_0,Indeed - hit that problem with custom headers driving velocity templates.,non_debt,-
camel,8321,comment_1,"I've attached a sed script that will make the change. I left the PROPERTY_PREFIX alone - if you want to change that too it's easy by hand: String PROPERTY_PREFIX = ""CamelBox.""; String = PROPERTY_PREFIX + String CHUNK_SIZE_PROPERTY = PROPERTY_PREFIX + ""chunkSize""; But the file: should be changed: folderId = + ""folderId"", ""0"", String.class); should now be: folderId = ""0"", String.class); on two occasions. The sed can be invoked by putting it in ~ and running a find from the camel-box folder as: find . -type f -a -exec sed -i -f ~/box.sed ""{}"" \; It builds after this change but will be incompatible with existing users code.",non_debt,-
camel,8321,comment_2,"any thoughts on this? If the prefix header is changed from CamelBox. to CamelBox (without dot). Would the message headers still be able to use as options, as said above? eg before After Notice that the first letter of the option is upper cased? Or we can make the case not matter? I wonder if this requires any change in the core api component or what?",non_debt,-
camel,8321,comment_3,"Why are Box headers being used/fed in other These headers are only supposed to be fed to the Box component, then should be cleaned up n the next step. I wasn't aware of the Camel 'no dots in header' convention. I'll have to take a look at the API framework to see if that's affected. At the very minimum code generation maven plugin is affected since it uses that convention for all generated components, and also would make the new components backward incompatible.",design_debt,non-optimal_design
