project,text,classification
argouml,"/*
     * @see org.argouml.uml.cognitive.critics.CrUML#getCriticizedDesignMaterials()
     */",non_debt
argouml,// number of goals should now be 0,non_debt
argouml,"/*
     * @see javax.swing.table.TableModel#getRowCount()
     */",non_debt
argouml,// start desiring a goal which should add a goal and bump the size to 1,non_debt
argouml,"/*
     * @see org.argouml.uml.cognitive.critics.AbstractCrUnconventionalName#computeSuggestion(java.lang.String)
     */",non_debt
argouml,// number of goals should now be 1,non_debt
argouml,"/*
     * @see org.argouml.uml.cognitive.critics.CrUML#predicate2(
     * java.lang.Object, org.argouml.cognitive.Designer)
     */",non_debt
argouml,//        UMLSequenceDiagram seqdiag = new UMLSequenceDiagram();,non_debt
argouml,"/*
     * @see org.argouml.uml.cognitive.critics.CrUML#predicate2(
     *      java.lang.Object, org.argouml.cognitive.Designer)
     */",non_debt
argouml,// initialize test data,non_debt
argouml,//$NON-NLS-1$,non_debt
argouml,// This test calls ToDoList.addElement which requires the // Model.  We are able to get away with using the Mock model.,non_debt
argouml,"/*
     * @see org.argouml.cognitive.Poster#stillValid(
     *      org.argouml.cognitive.ToDoItem, org.argouml.cognitive.Designer)
     */",non_debt
argouml,"//        checkAssignIDToObject(seqdiag, true, true);",non_debt
argouml,"/*
     * @see org.argouml.uml.diagram.ui.UMLDiagram#propertyChange(java.beans.PropertyChangeEvent)
     */",non_debt
argouml,// FigEdgeNote has no UUID,non_debt
argouml,//////////////////////////////////////////////////////////////// // Cmd API,non_debt
argouml,"//checkAssignIDToObject(fighistorystate, true, true);",non_debt
argouml,"/*
     * @see org.argouml.uml.cognitive.critics.CrUML#predicate2(
     *      java.lang.Object, org.argouml.cognitive.Designer)
     */",non_debt
argouml,"//checkAssignIDToObject(figstate, true, true);",non_debt
argouml,// TODO: This could just work off the names in the UML profile // TODO: It doesn't look like it matches what's in the UML 1.4 spec,non_debt
argouml,// initialize a decision object with parameters,non_debt
argouml,// We moused over an object just as it was deleted // transient condition - doesn't require I18N,non_debt
argouml,// initialize a decision object with parameters,non_debt
argouml,"/*
     * @see org.argouml.cognitive.Poster#stillValid(
     *      org.argouml.cognitive.ToDoItem, org.argouml.cognitive.Designer)
     */",non_debt
argouml,// verify parameters were initialized correctly by the constructor,non_debt
argouml,// No more we can do here on failure,non_debt
argouml,// set the priority to a different value,non_debt
argouml,"// if we have only one return value and without type, // the return param string is "": ,"", we remove it",non_debt
argouml,// set the priority to a different value,non_debt
argouml,"/*
     * @see org.argouml.uml.cognitive.critics.CrUML#predicate2(
     *      java.lang.Object, org.argouml.cognitive.Designer)
     */",non_debt
argouml,// verify the priority was correctly updated,non_debt
argouml,"/*
     * @see org.argouml.uml.cognitive.critics.CrUML#predicate2(
     *      java.lang.Object, org.argouml.cognitive.Designer)
     */",non_debt
argouml,// set the name to a different value,non_debt
argouml,"/*
     * @see org.argouml.uml.cognitive.critics.CrUML#getCriticizedDesignMaterials()
     */",non_debt
argouml,// set the name to a different value,non_debt
argouml,"/*
     * @see org.argouml.cognitive.critics.Critic#initWizard(
     *         org.argouml.cognitive.ui.Wizard)
     */",non_debt
argouml,// following the update the priority should be // equivalent to Decision.UNSPEC,non_debt
argouml,"//        putNotationArgument(""showAssociationName"",  //                getSettings().isShowAssociationNames());",non_debt
argouml,// test that properties were correctly initialized by the constructor,non_debt
argouml,"/*
     * @see java.awt.Component#getMinimumSize()
     *
     * sets minimum size to 120,100
     */",non_debt
argouml,// initialize the Checklist,non_debt
argouml,"/*
     * @see org.argouml.uml.cognitive.critics.CrUML#predicate2(
     *      java.lang.Object, org.argouml.cognitive.Designer)
     */",non_debt
argouml,// add some test data,non_debt
argouml,"/*
     * @see java.awt.event.ActionListener#actionPerformed(java.awt.event.ActionEvent)
     */",non_debt
argouml,// verify the size of the list,non_debt
argouml,"/*
     * @see org.argouml.uml.cognitive.critics.CrUML#predicate2(
     *      java.lang.Object, org.argouml.cognitive.Designer)
     */",non_debt
argouml,// verify the size of the list,non_debt
argouml,// The trySave method results in the save taking place in another thread. // If that completes without error the ProjectBrowser.exit() method will // be called which will actually exist the system.,non_debt
argouml,// verify the items were correctly added,non_debt
argouml,"/* The text the user has filled in the textfield is first checked
             * to see if it's a valid multiplicity. If so then that is the 
             * multiplicity to be set. If not the input is rejected. */",non_debt
argouml,// test that the category and description are correct,non_debt
argouml,"/*
     * @see org.argouml.uml.cognitive.critics.CrUML#predicate2(
     *      java.lang.Object, org.argouml.cognitive.Designer)
     */",non_debt
argouml,// create a new list to test the addAll,non_debt
argouml,"/*
     * @see org.argouml.uml.cognitive.critics.CrUML#predicate2(
     *      java.lang.Object, org.argouml.cognitive.Designer)
     */",non_debt
argouml,// create a new list to test the addAll,non_debt
argouml,"/*
     * @see java.awt.event.ActionListener#actionPerformed(java.awt.event.ActionEvent)
     */",non_debt
argouml,// add all of the test items from the first list,non_debt
argouml,/*MMessage*/,non_debt
argouml,// verify the size of the new list,non_debt
argouml,"/*
     * @see java.awt.event.ActionListener#actionPerformed(
     *         java.awt.event.ActionEvent)
     */",non_debt
argouml,// verify the size of the new list,non_debt
argouml,"/*
     * @see org.argouml.cognitive.critics.Critic#initWizard(
     *         org.argouml.cognitive.ui.Wizard)
     */",non_debt
argouml,// initialize the ChecklistStatus,non_debt
argouml,//$NON-NLS-1$,non_debt
argouml,// Construct a CheckItem ,non_debt
argouml,"/*
    * @see org.argouml.profile.Profile#getProfileIdentifier()
    */",non_debt
argouml,// reset the values to something different,non_debt
argouml,/* (MMessage) */,non_debt
argouml,// (2) Construct another CheckItem,non_debt
argouml,//////////////////////////////////////////////////////////////// // comments,non_debt
argouml,// test that the properties were correctly initialized,non_debt
argouml,"/*
     * @see org.argouml.uml.cognitive.critics.CrUML#getCriticizedDesignMaterials()
     */",non_debt
argouml,// initialize SnoozeOrder,non_debt
argouml,"// Note that ""multiplicity"" is what is the notation is listening // for in UML1.4 ""uppervalue"" are listened to in UML2. It is not // currently why it is not required to register for ""lowerValue"" // also.",non_debt
argouml,// snooze and verify its been enabled,non_debt
argouml,"/*
     * @see org.argouml.uml.cognitive.critics.CrUML#predicate2(
     *      java.lang.Object, org.argouml.cognitive.Designer)
     */",non_debt
argouml,// unsnooze and verify its been disabled,non_debt
argouml,"/*
     * @see org.argouml.cognitive.critics.Critic#initWizard(
     *         org.argouml.cognitive.ui.Wizard)
     */",non_debt
argouml,// test with a class in a package,non_debt
argouml,"/*
     * @see org.argouml.cognitive.Poster#stillValid(
     *      org.argouml.cognitive.ToDoItem, org.argouml.cognitive.Designer)
     */",non_debt
argouml,// test with a class and an inner class,non_debt
argouml,"/*
     * @see org.argouml.uml.cognitive.critics.CrUML#getCriticizedDesignMaterials()
     */",non_debt
argouml,// test with a class and an inner class,non_debt
argouml,"// It is quite possible that the cause of the problem has by now // been deleted, in which case we will throw an exception if we try // to change things. Catch this tidily.",non_debt
argouml,// test with a class and class diagram,non_debt
argouml,"/*
     * @see org.argouml.cognitive.critics.Critic#toDoItem( java.lang.Object,
     *      org.argouml.cognitive.Designer)
     */",non_debt
argouml,// test with a class and class diagram,non_debt
argouml,"/*
     * @see org.argouml.uml.cognitive.critics.CrUML#predicate2(
     *      java.lang.Object, org.argouml.cognitive.Designer)
     */",non_debt
argouml,// try with Statediagram,non_debt
argouml,/* Nothing yet. Later maybe something like: */,non_debt
argouml,// try with Statediagram,non_debt
argouml,"/*
     * @see org.argouml.cognitive.Poster#stillValid(
     *      org.argouml.cognitive.ToDoItem, org.argouml.cognitive.Designer)
     */",non_debt
argouml,// try with Statediagram,non_debt
argouml,"/*
     * @see org.argouml.uml.cognitive.critics.CrUML#predicate2(
     *      java.lang.Object, org.argouml.cognitive.Designer)
     */",non_debt
argouml,/* Put the statemachine in the namespace of the class: */,non_debt
argouml,"/*
     * @see org.argouml.cognitive.critics.Critic#initWizard(
     *         org.argouml.cognitive.ui.Wizard)
     */",non_debt
argouml,// test with a package and a class and activity diagram,non_debt
argouml,/* end class ProjectMemberModel */,non_debt
argouml,// test with a package and a class and activity diagram,non_debt
argouml,// the name of this type of Object,non_debt
argouml,// build the Activity Diagram,non_debt
argouml,// Attempt to save this project under a new name.,non_debt
argouml,// build the Activity Diagram,non_debt
argouml,"/*
     * @see junit.framework.TestCase#setUp()
     */",non_debt
argouml,"/* We no longer send individual events,
             *  so next code is obsolete: */",non_debt
argouml,// CurDecisionCM isRelevant checks to see if the critic has // any decisions that have a priority > 0 and less than the // priority of the critic.  By default the critic has no // decisions so isRelevant should return false.,non_debt
argouml,"/* We initialised Java Notation, so let's activate it: */",non_debt
argouml,"/*
     * @see org.argouml.uml.cognitive.critics.CrUML#predicate2(
     *      java.lang.Object, org.argouml.cognitive.Designer)
     */",non_debt
argouml,/* Needed for initialisations: */,non_debt
argouml,"/*
     * @see org.argouml.uml.cognitive.critics.CrUML#predicate2(java.lang.Object,
     *      org.argouml.cognitive.Designer)
     */",non_debt
argouml,// set MetaProfile as a default profile,non_debt
argouml,"/*
     * @see org.argouml.cognitive.critics.Critic#getWizardClass(org.argouml.cognitive.ToDoItem)
     */",non_debt
argouml,// create a dependency from the project's model to the MetaProfile,non_debt
argouml,"/*
     * @see org.argouml.cognitive.critics.Critic#initWizard(
     *         org.argouml.cognitive.ui.Wizard)
     */",non_debt
argouml,// remove the MetaProfile from the project's profile configuration,non_debt
argouml,"/*
     * @see org.argouml.uml.cognitive.critics.CrUML#getCriticizedDesignMaterials()
     */",non_debt
argouml,// save the project into a new file,non_debt
argouml,// adds all stereotypes defined at the profiles applied to the // current namespace,non_debt
argouml,// setup a user defined profile,non_debt
argouml,/* Do nothing by default. */,non_debt
argouml,/* TRY GUARD/ITERATOR SYNTAX */,non_debt
argouml,"/*
     * @see org.argouml.cognitive.critics.Critic#toDoItem( java.lang.Object,
     *      org.argouml.cognitive.Designer)
     */",non_debt
argouml,// assert that the project's model element that had a dependency to  // the MetaProfile doesn't get inconsistent,non_debt
argouml,"/*
     * @see org.argouml.uml.diagram.ui.UMLDiagram#relocate(java.lang.Object)
     */",non_debt
argouml,// assert that the project's model elements that had a dependency to  // the UML profile for Java are consistent,non_debt
argouml,"/*
     * @see org.argouml.cognitive.ui.Wizard#makePanel(int)
     */",non_debt
argouml,// add it to the project configuration,non_debt
argouml,//$NON-NLS-1$,non_debt
argouml,// add it to the project configuration,non_debt
argouml,// maybe UML2 has these as constants somewhere,non_debt
argouml,// create a dependency between the project's model and the user defined  // profile,non_debt
argouml,"/*
     * @see org.argouml.cognitive.critics.Critic#toDoItem( java.lang.Object,
     *      org.argouml.cognitive.Designer)
     */",non_debt
argouml,// create a dependency between the project's model and the user defined  // profile,non_debt
argouml,"/*
     * @see org.argouml.cognitive.critics.Critic#toDoItem(java.lang.Object,
     *      org.argouml.cognitive.Designer)
     */",non_debt
argouml,// save the project,non_debt
argouml,// Notation events are fired on the Swing event thread. // We assume that serializing on the final call is sufficient,non_debt
argouml,// save the project,non_debt
argouml,"/*
     * @see org.tigris.gef.presentation.Fig#deleteFromModel()
     */",non_debt
argouml,// load the project,non_debt
argouml,"/*
     * @see org.argouml.uml.cognitive.critics.CrUML#predicate2(
     *      java.lang.Object, org.argouml.cognitive.Designer)
     */",non_debt
argouml,// remove the user defined profile and the directory where it is,non_debt
argouml,"/*
     * @see org.argouml.uml.cognitive.critics.CrUML#predicate2(
     *      java.lang.Object, org.argouml.cognitive.Designer)
     */",non_debt
argouml,// Success - expected exception,non_debt
