project,issue_key,section,type,indicator,text
Chromium,CHROMIUM-45378,comment_5,non_debt,-,"Re: comment 5 , Peter's right. The URLs for step 1 and step 2 are from the same site, so we don't create a new process when you navigate. That means it keeps the red skull and crossbones indicator. The threat in those steps is that after step 1, the attacker injects code into some other page from discoverbank.com in the same process (e.g., a new popup window), which then injects code into the login page after step 2."
Chromium,CHROMIUM-45378,comment_6,non_debt,-,"I'm going to call this ""working as intended"". The only part of that that's questionable is whether we should try to create a new process when the user types an address, and I think the performance penalty there outweighs the benefit of not displaying a skull in the narrow case of ""I was on a site with bad HTTPS and typed in a new address on the same site that would have good HTTPS""."
Chromium,CHROMIUM-45378,comment_7,non_debt,-,"The case that we're not getting correct is as follows: 1) There's only one tab in a the process. 2) We're navigating the main frame. In that case, there's nowhere for the attacker's sneaky JavaScript to hide, so we can clear out the ""this origin might be infected"" state in that process. This might be easy to fix now that Peter had made some infrastructure improvements to the SSLManager. I'll try to get a working Chromium build and check it out."
Chromium,CHROMIUM-45378,comment_8,non_debt,-,"What if the attacker opens a popup or new tab in an unload handler, to use as the transmission vector?"
Chromium,CHROMIUM-45378,comment_9,non_debt,-,"Is this possibly related to Issue #54571 , “navigator.plugins not updated in tab when a plugin is enabled or disabled”?"
Chromium,CHROMIUM-45378,description,non_debt,-,"Google STR: 1. Visit an https website, e.g. 2. Manually fetch in a resource that is not https, e.g. by running a bookmarklet that loads an external script. 3. Note that at this point, the location bar correctly warns about non-https resources. 4. Reload the page (must stay in the same tab) 5. Note that the warning remains, even though all resources are now being served over https. The warning persists even if you navigate away from the page, then later return to it (as long as you return in the same tab). Other tabs correctly note that the page is fine."
Chromium,CHROMIUM-45378,summary,non_debt,-,45378: Security: non-https resources warning (red skull) 'sticky' in tab
Chromium,CHROMIUM-45660,comment_1,non_debt,-,"6.0.432.0 (Official Build 49472) We reset only checkbox values and content settings, right? Not download path, default search engine and others? Also I have home-page set to "" http://google.com/ "" on the first launch of Chrome, and reseting preferences to defaults, it gets set to ""chrome://newtab"" and selects ""Use the New Tab Page"" option."
Chromium,CHROMIUM-45660,comment_2,non_debt,-,This should reset all preferences. Sorry if that wasn't clear.
Chromium,CHROMIUM-45660,comment_3,non_debt,-,"i doubt we would change download path, aren't we honoring the os setting for that? The homepage one is probably a core bug, try it in windows."
Chromium,CHROMIUM-45660,comment_4,non_debt,-,"No, the download location preference should be reset. We do read the system default location, but it can be overridden with a path stored in LocalState prefs. I just noticed a bug in that if you reset, the download path control will not update until you close and re-open prefs. But it DOES get reset."
Chromium,CHROMIUM-45660,comment_5,non_debt,-,"6.0.432.0 r49472 Yea, same for 'Open the following pages' in 'On Startup' preferences. Marking this bug as verified and will file individual bug for problems. Thanks!"
Chromium,CHROMIUM-45660,description,non_debt,-,"Clicking it should bring up a confirmation dialog and if ""confirm"" is pressed, all settings should go back to their defaults. Like on windows."
Chromium,CHROMIUM-45660,summary,non_debt,-,"45660: ""Reset to Defaults"" button in under the hood prefs is not hooked up and always greyed out"
Chromium,CHROMIUM-45806,comment_0,non_debt,-,"3 working days to go before branch point, punting all p3 bugs to mstone 8"
Chromium,CHROMIUM-45806,comment_1,non_debt,-,Moving all p3's to mstone:x since they will never block a release.
Chromium,CHROMIUM-45806,comment_2,non_debt,-,thakis: are you still planning on fixing this? This is similar to but not quite the same as
Chromium,CHROMIUM-45806,comment_3,non_debt,-,I'm obviously not looking at it at the moment :-P
Chromium,CHROMIUM-45806,comment_5,non_debt,-,Does this still happen? I thought we treated local files differently now. Marking as unconfirmed!
Chromium,CHROMIUM-45806,comment_6,non_debt,-,"Unable to reproduce the issue on chrome Stable# 68.0.3440.106 using Mac 10.12.6 with steps mentioned below: 1) Launched chrome version and opened sample pdf file 2) Downloaded the pdf file, able to see file on download bar 3) Dragged and dropped the file on webpage, able to see the sample file opened Note: If i dragged and dropped the file on the web page, nothing happens. @Reporter: Please find the attached screencast for your reference and provide your feedback on it. Thanks!"
Chromium,CHROMIUM-45806,comment_7,non_debt,-,"seems this is no longer reproducible, closing this for now"
Chromium,CHROMIUM-45806,description,non_debt,-,"System info: Mac OS X 10.6.3, Chrome 6.0.408.1 dev 1. Download a file (e.g., a PDF file). 2. Drag the file from the Chrome download shelf bar into a webpage that doesn't not support drag&dropping. 3. Let go of mouse. If the webpage doesn't handle/accept the drag event, nothing should happen. The downloaded file is re-downloaded again. (see drag"" screenshots) If you do it again with another different file, then you get an infobar about downloading multiple files (see ""multiple"" screenshot). What's strange in this example is that in the screenshot where the PDF file is being dragged onto the Wikipedia webpage, the icon does not show a (/) sign indicating that it can't be dropped. When I tested on WinXP I saw the (/) icon."
Chromium,CHROMIUM-45806,summary,non_debt,-,45806: Dragging downloaded item from download shelf into webpage causes the download to happen again
Chromium,CHROMIUM-45815,comment_1,non_debt,-,"Archiving old bugs that have and haven't been modified in over a year. If you feel this issue should still be addressed, feel free to reopen it or to file a new issue."
Chromium,CHROMIUM-45815,description,non_debt,-,": : 1. Launch Chrome 2. Open the ""Task Manager"" dialog box with pressing ""Shift+Esc"" 3. Right click on the dialog box and then select all option lists 4. make sure that the Task Manager dialog box size is big enough to display all the fields 5. try to make the dialog box size small until the horizontal scroll bar appears From step#5, the ""Page"" field is hidden. Attach a screenshot if possible."
Chromium,CHROMIUM-45815,summary,non_debt,-,"45815: The ""Page"" field is hidden when the ""Task Manager"" dialog box becomes small"
Chromium,CHROMIUM-46269,description,non_debt,-,": : 1. Click on the wrench icon 2. Hover over the items 3. The items are highlighted by the system standard hover The items are highlighted by the old XP/98 style blue highlight. In the recent releases I found this very annoying graphics bug. While the other menus (like the Page menu) has the system hover, while the wrench icon's menu is using the good ol' (and ugly) standard blue highlight."
Chromium,CHROMIUM-46269,summary,non_debt,-,46269: Wrong highlight under Wrench menu
Chromium,CHROMIUM-46352,comment_0,non_debt,-,"evan, this seems like a m-x to me, if you want to move it, please do so."
Chromium,CHROMIUM-46352,comment_1,non_debt,-,Got the exact same problem!
Chromium,CHROMIUM-46352,comment_2,non_debt,-,"I'm not going to get to this bug before my leave. As it is a font bug, I'll CC bashi in case he is interested."
Chromium,CHROMIUM-46352,description,design_debt,non-optimal_design,Is this the most recent version: 5.0.375.70 (48679) Ubuntu OS + version: Ubuntu 9.10 CPU architecture (32-bit / 64-bit): 32 Window manager: Nautilus URLs (if relevant): Behavior in Linux Firefox: Fine Behavior in Windows Chrome (if you have access to it): NA 1. Use the HTML tag <pre 2. Write some text 3. Compare the output chromium vs. firefox <pre the pre font (default) has the same family attribute as the <p Attach a screenshot and backtrace if possible. I like FF way to render <pre
Chromium,CHROMIUM-46352,summary,non_debt,-,46352: <pre> font not monospaced
Chromium,CHROMIUM-46375,comment_1,non_debt,-,I generated the expected image on Snow Leopard. Perhaps that could be the difference in text metrics? I don't have access to a Leopard box to try generating the expectations there. Jamesr was working on rebaselining a lot of expectations for Snow Leopard. He might be able to shed some light on this issue.
Chromium,CHROMIUM-46375,comment_2,non_debt,-,Could you use the rebaseline tool to grab the image from the bots?
Chromium,CHROMIUM-46375,comment_3,non_debt,-,Rebaselined upstream by
Chromium,CHROMIUM-46375,description,non_debt,-,"The image mismatches now: The apparent difference is text metrics on the ""you should not see this"" error message. The old error message ""linktest failed"" matched. Before creating a chromium-specific snapshot, we probably need to figure out why text metrics started to differ (on a mac, where normally they don't) and if this uncovers some other bug. Note that acid3.html is already failing on Win (96%) and Linux (text metrics mismatch) which is reflected in test_expectations."
Chromium,CHROMIUM-46375,summary,non_debt,-,46375: WebKit r60999 made acid3.html fail IMAGE compare
Chromium,CHROMIUM-46499,comment_0,non_debt,-,"Moving all P2 bugs w/ owners into Mstone-10. I'll leave this to the owners discretion if they want to move the work back into M9, however, my caveat would be that the priority should be on completing P0/P1 bugs in the span of the next few weeks."
Chromium,CHROMIUM-46499,comment_10,non_debt,-,It seems it is hard to detect OEM created bookmarks. There is no deterministic way to check. Another idea to prune importing bookmarks is checking history for usage of bookmarks and not import non-used bookmarks.
